item.id;sentence;word.serial.no;word.id;morph.structure;number.morphemes;morphemes;stress.pos;stress.pos.syl;has.stress.variant;form.suff
;;234;решали;(-а (суффикс), -л (суффикс), -реш- (корень), -и (окончание));4;(-а (суффикс), -л (суффикс), -реш- (корень), -и (окончание));4;2;;(-а (суффикс), -л (суффикс))
26;Тема эта в то время была новой для многих.;235;тема;(-тем- (корень), -а (окончание));2;(-тем- (корень), -а (окончание));2;1;;()
;;236;эта;(-эт- (корень), -а (окончание));2;(-эт- (корень), -а (окончание));1;1;;()
;;237;в;(-в- (корень));1;(-в- (корень));;;;()
;;238;то;(-т- (корень), -о (окончание));2;(-т- (корень), -о (окончание));2;1;;()
;;239;время;(-врем- (корень), -я (окончание));2;(-врем- (корень), -я (окончание));3;1;;()
;;240;была;(-л (суффикс), -бы- (корень), -а (окончание));3;(-л (суффикс), -бы- (корень), -а (окончание));4;2;;(-л (суффикс))
;;241;новой;(-нов- (корень), -ой (окончание));2;(-нов- (корень), -ой (окончание));2;1;;()
;;242;для;(-для- (корень));1;(-для- (корень));3;1;;()
;;243;многих;(-мног- (корень), -их (окончание));2;(-мног- (корень), -их (окончание));3;1;;()
27;Каждое утро на самый верх крыши МГУ поднимается симпатичная научная сотрудница.;244;каждое;(-кажд- (корень), -ое (окончание));2;(-кажд- (корень), -ое (окончание));2;1;;()
;;245;утро;(-утр- (корень), -о (окончание));2;(-утр- (корень), -о (окончание));1;1;;()
;;246;на;(-на- (корень));1;(-на- (корень));2;1;;()
;;247;самый;(-сам- (корень), -ый (окончание));2;(-сам- (корень), -ый (окончание));2;1;;()
;;248;верх;(-верх- (корень));1;(-верх- (корень));2;1;;()
;;249;крыши;(-крыш- (корень), -и (окончание));2;(-крыш- (корень), -и (окончание));3;1;;()
;;250;мгу;(-мгу- (корень));1;(-мгу- (корень));3;1;;()
;;251;поднимается;(-ся (постфикс), -а (суффикс), -подним- (корень), -ет (окончание));4;(-ся (постфикс), -а (суффикс), -j (суффикс), -подним- (корень), -ет (окончание));7;3;;(-а (суффикс))
;;252;симпатичная;(-ичн (суффикс), -симпат- (корень), -ая (окончание));3;(-ичн (суффикс), -симпат- (корень), -ая (окончание));7;3;;()
;;253;научная;(на- (приставка), -н (суффикс), -уч- (корень), -ая (окончание));4;(на- (приставка), -н (суффикс), -уч- (корень), -ая (окончание));3;2;;()
;;254;сотрудница;(со- (приставка), -ниц (суффикс), -труд- (корень), -а (окончание));4;(со- (приставка), -ниц (суффикс), -труд- (корень), -а (окончание));5;2;;()
28;Музыканты играли на похоронах, разгружали вагоны, жили бедно.;255;музыканты;(-ант (суффикс), -музык- (корень), -ы (окончание));3;(-ант (суффикс), -музык- (корень), -ы (окончание));6;3;;()
;;256;играли;(-а (суффикс), -л (суффикс), -игр- (корень), -и (окончание));4;(-а (суффикс), -л (суффикс), -игр- (корень), -и (окончание));4;2;;(-а (суффикс), -л (суффикс))
;;257;на;(-на- (корень));1;(-на- (корень));2;1;;()
;;258;похоронах;(по- (приставка), -хорон- (корень), -ах (окончание));3;(по- (приставка), -хорон- (корень), -ах (окончание));8;4;;()
;;259;разгружали;(раз- (приставка), -л (суффикс), -а (суффикс), -груж- (корень), -и (окончание));5;(раз- (приставка), -л (суффикс), -а (суффикс), -груж- (корень), -и (окончание));8;3;;(-л (суффикс), -а (суффикс))
;;260;вагоны;(-вагон- (корень), -ы (окончание));2;(-вагон- (корень), -ы (окончание));4;2;;()
;;261;жили;(-л (суффикс), -жи- (корень), -и (окончание));3;(-л (суффикс), -жи- (корень), -и (окончание));2;1;;(-л (суффикс))
;;262;бедно;(-о (суффикс), -н (суффикс), -бед- (корень));3;(-о (суффикс), -н (суффикс), -бед- (корень));2;1;;()
29;Зоопарк ― это кусочек другого мира, находящийся в самом центре нашего района.;263;зоопарк;(-зоо- (корень), -парк- (корень));2;(-зоо- (корень), -парк- (корень));5;3;;()
;;264;это;(-эт- (корень), -о (окончание));2;(-эт- (корень), -о (окончание));1;1;;()
;;265;кусочек;(-ек (суффикс), -оч (суффикс), -кус- (корень));3;(-ек (суффикс), -оч (суффикс), -кус- (корень));4;2;;()
;;266;другого;(-друг- (корень), -ого (окончание));2;(-друг- (корень), -ого (окончание));5;2;;()
;;267;мира;(-мир- (корень), -а (окончание));2;(-мир- (корень), -а (окончание));2;1;;()
;;268;находящийся;(-ся (постфикс), -ящ (суффикс), -наход- (корень), -ий (окончание));4;(-ся (постфикс), -ящ (суффикс), -наход- (корень), -ий (окончание));6;3;;(-ящ (суффикс))
;;269;в;(-в- (корень));1;(-в- (корень));;;;()
;;270;самом;(-сам- (корень), -ом (окончание));2;(-сам- (корень), -ом (окончание));2;1;1;()
;;271;центре;(-центр- (корень), -е (окончание));2;(-центр- (корень), -е (окончание));2;1;;()
;;272;нашего;(-наш- (корень), -его (окончание));2;(-наш- (корень), -его (окончание));2;1;;()
;;273;района;(-район- (корень), -а (окончание));2;(-район- (корень), -а (окончание));4;2;;()
30;Взяв с собой фотоаппарат, вся семья поехала в парк на пикник.;274;взяв;(-в (суффикс), -взя- (корень));2;(-в (суффикс), -взя- (корень));3;1;;(-в (суффикс))
;;275;с;(-с- (корень));1;(-с- (корень));;;;()
;;276;собой;(-соб- (корень), -ой (окончание));2;(-соб- (корень), -ой (окончание));4;2;;()
;;277;фотоаппарат;(фото- (префиксоид), -аппарат- (корень));2;(фото- (префиксоид), -аппарат- (корень));10;5;;()
;;278;вся;(-вс- (корень), -я (окончание));2;(-вс- (корень), -я (окончание));3;1;;()
;;279;семья;(-семь- (корень), -я (окончание));2;(-семь- (корень), -j (суффикс), -я (окончание));5;2;;()
